Time,Real cid,Classified cid,Score,Queue Distribution,Representive,Percentage,Queue Size,Dominated
12715,303.0,1245430.0,851664.0,"[492177.0, 359487.0]","[50, 36]"
145529,409.0,2322846.0,601020.0,"[436548.0, 164472.0]","[150, 59]"
146496,409.0,2772991.0,760290.0,"[570260.0, 190030.0]","[200, 66]"
14189,303.0,85301761.0,1490869.0,"[507468.0, 983401.0]","[50, 75]"
15262,303.0,85986096.0,1904769.0,"[1253400.0, 651369.0]","[100, 63]"
17062,303.0,87140310.0,4670037.0,"[1082095.0, 1793971.0, 1793971.0]","[100, 142, 142]"
17361,303.0,87333676.0,4152742.0,"[1887292.0, 1132725.0, 1132725.0]","[150, 104, 104]"
19210,303.0,88521577.0,8743691.0,"[1681856.0, 2353945.0, 2353945.0, 2353945.0]","[150, 187, 187, 187]"
19787,303.0,88892750.0,7925013.0,"[2493840.0, 1810391.0, 1810391.0, 1810391.0]","[200, 160, 160, 160]"
21502,303.0,89993049.0,13694357.0,"[2437229.0, 2814282.0, 2814282.0, 2814282.0, 2814282.0]","[200, 226, 226, 226, 226]"
22628,303.0,90716630.0,13976829.0,"[3100401.0, 2719107.0, 2719107.0, 2719107.0, 2719107.0]","[250, 231, 231, 231, 231]"
23702,303.0,91406286.0,19848406.0,"[2973751.0, 3374931.0, 3374931.0, 3374931.0, 3374931.0, 3374931.0]","[250, 270, 270, 270, 270, 270]"
25555,303.0,92600450.0,21142819.0,"[3769564.0, 3474651.0, 3474651.0, 3474651.0, 3474651.0, 3474651.0]","[300, 289, 289, 289, 289, 289]"
25883,303.0,92812197.0,26593774.0,"[3618436.0, 3829223.0, 3829223.0, 3829223.0, 3829223.0, 3829223.0, 3829223.0]","[300, 306, 306, 306, 306, 306, 306]"
28437,303.0,94450411.0,34869379.0,"[4219907.0, 4378496.0, 4378496.0, 4378496.0, 4378496.0, 4378496.0, 4378496.0, 4378496.0]","[350, 345, 345, 345, 345, 345, 345, 345]"
28913,303.0,94756998.0,30594723.0,"[4462359.0, 4355394.0, 4355394.0, 4355394.0, 4355394.0, 4355394.0, 4355394.0]","[350, 362, 362, 362, 362, 362, 362]"
30389,303.0,95704658.0,42477724.0,"[4848644.0, 4703635.0, 4703635.0, 4703635.0, 4703635.0, 4703635.0, 4703635.0, 4703635.0, 4703635.0]","[400, 367, 367, 367, 367, 367, 367, 367, 367]"
32763,303.0,97231982.0,42382511.0,"[5045029.0, 5333926.0, 5333926.0, 5333926.0, 5333926.0, 5333926.0, 5333926.0, 5333926.0]","[400, 445, 445, 445, 445, 445, 445, 445]"
32917,303.0,97331570.0,50894778.0,"[5385153.0, 5056625.0, 5056625.0, 5056625.0, 5056625.0, 5056625.0, 5056625.0, 5056625.0, 5056625.0, 5056625.0]","[450, 401, 401, 401, 401, 401, 401, 401, 401, 401]"
35338,303.0,98889112.0,60012044.0,"[5752584.0, 5425946.0, 5425946.0, 5425946.0, 5425946.0, 5425946.0, 5425946.0, 5425946.0, 5425946.0, 5425946.0, 5425946.0]","[500, 434, 434, 434, 434, 434, 434, 434, 434, 434, 434]"
36419,303.0,99585583.0,53743078.0,"[5673230.0, 6008731.0, 6008731.0, 6008731.0, 6008731.0, 6008731.0, 6008731.0, 6008731.0, 6008731.0]","[450, 519, 519, 519, 519, 519, 519, 519, 519]"
38086,303.0,100656567.0,72286917.0,"[6331412.0, 5995955.0, 5995955.0, 5995955.0, 5995955.0, 5995955.0, 5995955.0, 5995955.0, 5995955.0, 5995955.0, 5995955.0, 5995955.0]","[550, 473, 473, 473, 473, 473, 473, 473, 473, 473, 473, 473]"
39101,303.0,101311518.0,65371675.0,"[6292777.0, 6564322.0, 6564322.0, 6564322.0, 6564322.0, 6564322.0, 6564322.0, 6564322.0, 6564322.0, 6564322.0]","[500, 566, 566, 566, 566, 566, 566, 566, 566, 566]"
41137,303.0,102618229.0,88461894.0,"[7006038.0, 6787988.0, 6787988.0, 6787988.0, 6787988.0, 6787988.0, 6787988.0, 6787988.0, 6787988.0, 6787988.0, 6787988.0, 6787988.0, 6787988.0]","[600, 536, 536, 536, 536, 536, 536, 536, 536, 536, 536, 536, 536]"
41827,303.0,103062769.0,79980119.0,"[6980109.0, 7300001.0, 7300001.0, 7300001.0, 7300001.0, 7300001.0, 7300001.0, 7300001.0, 7300001.0, 7300001.0, 7300001.0]","[550, 620, 620, 620, 620, 620, 620, 620, 620, 620, 620]"
42947,303.0,103781571.0,100698743.0,"[7755269.0, 7149498.0, 7149498.0, 7149498.0, 7149498.0, 7149498.0, 7149498.0, 7149498.0, 7149498.0, 7149498.0, 7149498.0, 7149498.0, 7149498.0, 7149498.0]","[650, 557, 557, 557, 557, 557, 557, 557, 557, 557, 557, 557, 557, 557]"
45872,303.0,105659749.0,115223966.0,"[8564924.0, 7618503.0, 7618503.0, 7618503.0, 7618503.0, 7618503.0, 7618503.0, 7618503.0, 7618503.0, 7618503.0, 7618503.0, 7618503.0, 7618503.0, 7618503.0, 7618503.0]","[700, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572, 572]"
47294,303.0,106576130.0,106401049.0,"[7995104.0, 8945995.0, 8945995.0, 8945995.0, 8945995.0, 8945995.0, 8945995.0, 8945995.0, 8945995.0, 8945995.0, 8945995.0, 8945995.0]","[600, 716, 716, 716, 716, 716, 716, 716, 716, 716, 716, 716]"
49192,303.0,107797406.0,121893336.0,"[8543112.0, 9445852.0, 9445852.0, 9445852.0, 9445852.0, 9445852.0, 9445852.0, 9445852.0, 9445852.0, 9445852.0, 9445852.0, 9445852.0, 9445852.0]","[650, 736, 736, 736, 736, 736, 736, 736, 736, 736, 736, 736, 736]"
49736,303.0,108146521.0,140171739.0,"[9679809.0, 8699462.0, 8699462.0, 8699462.0, 8699462.0, 8699462.0, 8699462.0, 8699462.0, 8699462.0, 8699462.0, 8699462.0, 8699462.0, 8699462.0, 8699462.0, 8699462.0, 8699462.0]","[750, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664, 664]"
50988,303.0,108954242.0,138530751.0,"[9072422.0, 9958333.0, 9958333.0, 9958333.0, 9958333.0, 9958333.0, 9958333.0, 9958333.0, 9958333.0, 9958333.0, 9958333.0, 9958333.0, 9958333.0, 9958333.0]","[700, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774]"
51976,303.0,109588957.0,159633256.0,"[10301128.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0, 9333258.0]","[800, 721, 721, 721, 721, 721, 721, 721, 721, 721, 721, 721, 721, 721, 721, 721, 721]"
53569,303.0,110615020.0,173147936.0,"[10841915.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0, 9547413.0]","[850, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748]"
53705,303.0,110703434.0,161787364.0,"[9573484.0, 10872420.0, 10872420.0, 10872420.0, 10872420.0, 10872420.0, 10872420.0, 10872420.0, 10872420.0, 10872420.0, 10872420.0, 10872420.0, 10872420.0, 10872420.0, 10872420.0]","[750, 855, 855, 855, 855, 855, 855, 855, 855, 855, 855, 855, 855, 855, 855]"
55330,303.0,111747420.0,190936898.0,"[11417660.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0, 9973291.0]","[900, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767, 767]"
57938,303.0,113423038.0,214743771.0,"[11883716.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0, 10676845.0]","[950, 780, 780, 780, 780, 780, 780, 780, 780, 780, 780, 780, 780, 780, 780, 780, 780, 780, 780, 780]"
59407,303.0,114369222.0,195170843.0,"[11058458.0, 12274159.0, 12274159.0, 12274159.0, 12274159.0, 12274159.0, 12274159.0, 12274159.0, 12274159.0, 12274159.0, 12274159.0, 12274159.0, 12274159.0, 12274159.0, 12274159.0, 12274159.0]","[800, 958, 958, 958, 958, 958, 958, 958, 958, 958, 958, 958, 958, 958, 958, 958]"
62071,303.0,116085631.0,220673784.0,"[11724840.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0, 13059309.0]","[850, 975, 975, 975, 975, 975, 975, 975, 975, 975, 975, 975, 975, 975, 975, 975, 975]"
63522,303.0,117016566.0,253627753.0,"[13585653.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0, 12002105.0]","[1000, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872, 872]"
65193,303.0,118093283.0,250296739.0,"[12462727.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0, 13990236.0]","[900, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032, 1032]"
66068,303.0,118654031.0,279240892.0,"[14190526.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0, 12621446.0]","[1050, 915, 915, 915, 915, 915, 915, 915, 915, 915, 915, 915, 915, 915, 915, 915, 915, 915, 915, 915, 915, 915]"
68568,303.0,120260181.0,278717915.0,"[13281707.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0, 14746456.0]","[950, 1097, 1097, 1097, 1097, 1097, 1097, 1097, 1097, 1097, 1097, 1097, 1097, 1097, 1097, 1097, 1097, 1097, 1097]"
68755,303.0,120379399.0,308087833.0,"[14798463.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0, 13331335.0]","[1100, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951, 951]"
71213,303.0,121963858.0,337680626.0,"[15474040.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0, 14008982.0]","[1150, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980, 980]"
72992,303.0,123109833.0,317353962.0,"[14414371.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0, 15944189.0]","[1000, 1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176, 1176]"
74548,303.0,124109420.0,371732106.0,"[16404666.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0, 14805310.0]","[1200, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020, 1020]"
76471,303.0,125347068.0,355680625.0,"[15378345.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0, 17015114.0]","[1050, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228, 1228]"
77870,303.0,126248494.0,411550050.0,"[17497000.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0, 15762122.0]","[1250, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070, 1070]"
79618,303.0,127373234.0,397848910.0,"[16275046.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0, 18170184.0]","[1100, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289, 1289]"
80193,303.0,127746091.0,443899841.0,"[18386155.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0, 16365911.0]","[1300, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112, 1112]"
82220,303.0,129045132.0,435323867.0,"[16939109.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0, 19017489.0]","[1150, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338, 1338]"
82810,303.0,129426167.0,481374245.0,"[19118153.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0, 17120596.0]","[1350, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161, 1161]"
12868,303.0,132129346.0,1444098.0,"[832785.0, 611313.0]","[50, 44]"
13277,303.0,132387070.0,1592098.0,"[678330.0, 913768.0]","[50, 57]"
15791,303.0,133986166.0,3900857.0,"[1228719.0, 1336069.0, 1336069.0]","[100, 86, 86]"
16757,303.0,134607538.0,4493167.0,"[1509205.0, 1491981.0, 1491981.0]","[100, 120, 120]"
18231,303.0,135555441.0,7332905.0,"[1864217.0, 1822896.0, 1822896.0, 1822896.0]","[150, 123, 123, 123]"
19559,303.0,136408840.0,8779262.0,"[2149598.0, 2209888.0, 2209888.0, 2209888.0]","[150, 179, 179, 179]"
20640,303.0,137105530.0,12315491.0,"[2461107.0, 2463596.0, 2463596.0, 2463596.0, 2463596.0]","[200, 173, 173, 173, 173]"
21877,303.0,137899963.0,13876276.0,"[2765032.0, 2777811.0, 2777811.0, 2777811.0, 2777811.0]","[200, 225, 225, 225, 225]"
23604,303.0,139010402.0,18723059.0,"[3143569.0, 3115898.0, 3115898.0, 3115898.0, 3115898.0, 3115898.0]","[250, 232, 232, 232, 232, 232]"
24549,303.0,139617946.0,20505386.0,"[3339921.0, 3433093.0, 3433093.0, 3433093.0, 3433093.0, 3433093.0]","[250, 271, 271, 271, 271, 271]"
26706,303.0,141005275.0,26976320.0,"[3819176.0, 3859524.0, 3859524.0, 3859524.0, 3859524.0, 3859524.0, 3859524.0]","[300, 288, 288, 288, 288, 288, 288]"
28253,303.0,141997861.0,29159373.0,"[4064775.0, 4182433.0, 4182433.0, 4182433.0, 4182433.0, 4182433.0, 4182433.0]","[300, 327, 327, 327, 327, 327, 327]"
30501,303.0,143442988.0,36100354.0,"[4487542.0, 4516116.0, 4516116.0, 4516116.0, 4516116.0, 4516116.0, 4516116.0, 4516116.0]","[350, 342, 342, 342, 342, 342, 342, 342]"
30833,303.0,143656611.0,36597161.0,"[4585734.0, 4573061.0, 4573061.0, 4573061.0, 4573061.0, 4573061.0, 4573061.0, 4573061.0]","[350, 358, 358, 358, 358, 358, 358, 358]"
32160,303.0,144510683.0,2070869.0,"[965697.0, 1105172.0]","[100, 113]"
34075,303.0,145742318.0,45804749.0,"[4992637.0, 5101514.0, 5101514.0, 5101514.0, 5101514.0, 5101514.0, 5101514.0, 5101514.0, 5101514.0]","[400, 392, 392, 392, 392, 392, 392, 392, 392]"
34765,303.0,146186192.0,45082731.0,"[5173659.0, 4988634.0, 4988634.0, 4988634.0, 4988634.0, 4988634.0, 4988634.0, 4988634.0, 4988634.0]","[400, 401, 401, 401, 401, 401, 401, 401, 401]"
37555,303.0,147981461.0,55263700.0,"[5607208.0, 5517388.0, 5517388.0, 5517388.0, 5517388.0, 5517388.0, 5517388.0, 5517388.0, 5517388.0, 5517388.0]","[450, 430, 430, 430, 430, 430, 430, 430, 430, 430]"
39045,303.0,148939442.0,59997660.0,"[5794278.0, 6022598.0, 6022598.0, 6022598.0, 6022598.0, 6022598.0, 6022598.0, 6022598.0, 6022598.0, 6022598.0]","[450, 479, 479, 479, 479, 479, 479, 479, 479, 479]"
40194,303.0,149677236.0,66143094.0,"[6330614.0, 5981248.0, 5981248.0, 5981248.0, 5981248.0, 5981248.0, 5981248.0, 5981248.0, 5981248.0, 5981248.0, 5981248.0]","[500, 462, 462, 462, 462, 462, 462, 462, 462, 462, 462]"
41227,303.0,150339851.0,3199268.0,"[1465034.0, 1734234.0]","[150, 171]"
42174,303.0,150951844.0,74931945.0,"[6436005.0, 6849594.0, 6849594.0, 6849594.0, 6849594.0, 6849594.0, 6849594.0, 6849594.0, 6849594.0, 6849594.0, 6849594.0]","[500, 529, 529, 529, 529, 529, 529, 529, 529, 529, 529]"
45049,303.0,152797263.0,88099932.0,"[7203809.0, 7354193.0, 7354193.0, 7354193.0, 7354193.0, 7354193.0, 7354193.0, 7354193.0, 7354193.0, 7354193.0, 7354193.0, 7354193.0]","[550, 548, 548, 548, 548, 548, 548, 548, 548, 548, 548, 548]"
45160,303.0,152868995.0,87133092.0,"[7381596.0, 7250136.0, 7250136.0, 7250136.0, 7250136.0, 7250136.0, 7250136.0, 7250136.0, 7250136.0, 7250136.0, 7250136.0, 7250136.0]","[550, 553, 553, 553, 553, 553, 553, 553, 553, 553, 553, 553]"
46532,303.0,153751397.0,5334550.0,"[2400029.0, 2934521.0]","[200, 228]"
47873,303.0,154615436.0,99518992.0,"[8103652.0, 7617945.0, 7617945.0, 7617945.0, 7617945.0, 7617945.0, 7617945.0, 7617945.0, 7617945.0, 7617945.0, 7617945.0, 7617945.0, 7617945.0]","[600, 571, 571, 571, 571, 571, 571, 571, 571, 571, 571, 571, 571]"
49662,303.0,155766325.0,6627398.0,"[3505228.0, 3122170.0]","[250, 241]"
49815,303.0,155864627.0,111964131.0,"[8655783.0, 7946796.0, 7946796.0, 7946796.0, 7946796.0, 7946796.0, 7946796.0, 7946796.0, 7946796.0, 7946796.0, 7946796.0, 7946796.0, 7946796.0, 7946796.0]","[650, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592, 592]"
50176,303.0,156096846.0,112914672.0,"[8037072.0, 8739800.0, 8739800.0, 8739800.0, 8739800.0, 8739800.0, 8739800.0, 8739800.0, 8739800.0, 8739800.0, 8739800.0, 8739800.0, 8739800.0]","[600, 661, 661, 661, 661, 661, 661, 661, 661, 661, 661, 661, 661]"
51749,303.0,157108283.0,127217408.0,"[9137474.0, 8434281.0, 8434281.0, 8434281.0, 8434281.0, 8434281.0, 8434281.0, 8434281.0, 8434281.0, 8434281.0, 8434281.0, 8434281.0, 8434281.0, 8434281.0, 8434281.0]","[700, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635, 635]"
52361,303.0,157501614.0,129004299.0,"[8607542.0, 9261289.0, 9261289.0, 9261289.0, 9261289.0, 9261289.0, 9261289.0, 9261289.0, 9261289.0, 9261289.0, 9261289.0, 9261289.0, 9261289.0, 9261289.0]","[650, 708, 708, 708, 708, 708, 708, 708, 708, 708, 708, 708, 708, 708]"
54388,303.0,158804592.0,143982206.0,"[9144132.0, 9631291.0, 9631291.0, 9631291.0, 9631291.0, 9631291.0, 9631291.0, 9631291.0, 9631291.0, 9631291.0, 9631291.0, 9631291.0, 9631291.0, 9631291.0, 9631291.0]","[700, 743, 743, 743, 743, 743, 743, 743, 743, 743, 743, 743, 743, 743, 743]"
54974,303.0,159182675.0,149418850.0,"[9791335.0, 9308501.0, 9308501.0, 9308501.0, 9308501.0, 9308501.0, 9308501.0, 9308501.0, 9308501.0, 9308501.0, 9308501.0, 9308501.0, 9308501.0, 9308501.0, 9308501.0, 9308501.0]","[750, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714, 714]"
57115,303.0,160559555.0,163673532.0,"[9690372.0, 10265544.0, 10265544.0, 10265544.0, 10265544.0, 10265544.0, 10265544.0, 10265544.0, 10265544.0, 10265544.0, 10265544.0, 10265544.0, 10265544.0, 10265544.0, 10265544.0, 10265544.0]","[750, 762, 762, 762, 762, 762, 762, 762, 762, 762, 762, 762, 762, 762, 762, 762]"
60435,303.0,162692561.0,179335111.0,"[11138439.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0, 10512292.0]","[800, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774]"
61823,303.0,163587264.0,8416939.0,"[4397609.0, 4019330.0]","[300, 291]"
63017,303.0,164355161.0,198833742.0,"[11161022.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0, 11729545.0]","[800, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847, 847]"
63136,303.0,164431205.0,201672523.0,"[11752450.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0, 11171769.0]","[850, 802, 802, 802, 802, 802, 802, 802, 802, 802, 802, 802, 802, 802, 802, 802, 802, 802]"
65798,303.0,166146868.0,223200373.0,"[12363061.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0, 11713184.0]","[900, 848, 848, 848, 848, 848, 848, 848, 848, 848, 848, 848, 848, 848, 848, 848, 848, 848, 848]"
65873,303.0,166195522.0,221901031.0,"[11733856.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0, 12362775.0]","[850, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901, 901]"
68952,303.0,168175604.0,247918681.0,"[12515851.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0, 13077935.0]","[900, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947]"
69150,303.0,168302214.0,251169087.0,"[13142103.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0, 12527736.0]","[950, 905, 905, 905, 905, 905, 905, 905, 905, 905, 905, 905, 905, 905, 905, 905, 905, 905, 905, 905]"
72589,303.0,170516195.0,282932838.0,"[14024518.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0, 13445416.0]","[1000, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947, 947]"
73116,303.0,170854071.0,283351608.0,"[13542089.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0, 14200501.0]","[950, 1002, 1002, 1002, 1002, 1002, 1002, 1002, 1002, 1002, 1002, 1002, 1002, 1002, 1002, 1002, 1002, 1002, 1002, 1002]"
